,interArrivalTime,maximumWaitingTime,RealServiceTime,RealSolvable,PredictedServiceTime,PredictedSolvable,ArrivalTime,Stopped,QueuedInstances,TimeServiceBegins,TimeServiceEnds,WaitingTimeInQueue,TimeInstanceInSystem,IdleTimeOfServer,VM,Attended,Solved
183,71,11,3598.0,False,1110.0,False,7016.0,0,3,7472.0,7472.0,456.0,456.0,0.0,0.0,0.0,0.0
181,6,25,3598.0,False,1897.0,False,6896.0,0,2,7473.0,7473.0,577.0,577.0,0.0,0.0,0.0,0.0
189,14,12,3598.0,False,2042.0,False,7319.0,0,1,7474.0,7474.0,155.0,155.0,0.0,0.0,0.0,0.0
193,33,2,5.0,True,37.0,True,7494.0,0,0,7494.0,7499.0,0.0,5.0,20.0,0.0,1.0,1.0
194,22,16,33.0,True,329.0,True,7516.0,0,0,7516.0,7549.0,0.0,33.0,17.0,0.0,1.0,1.0
195,14,4,4.0,True,19.0,True,7530.0,0,1,7550.0,7550.0,20.0,20.0,0.0,0.0,0.0,0.0
196,22,27,1.0,True,9.0,True,7552.0,0,0,7552.0,7553.0,0.0,1.0,2.0,0.0,1.0,1.0
197,14,28,1.0,True,9.0,True,7566.0,0,0,7566.0,7567.0,0.0,1.0,13.0,0.0,1.0,1.0
198,16,11,3598.0,False,190.0,True,7582.0,1,0,7582.0,7875.0,0.0,293.0,15.0,0.0,1.0,0.0
201,15,20,2.0,True,15.0,True,7636.0,0,0,7876.0,7876.0,240.0,240.0,0.0,0.0,0.0,0.0
200,25,20,3.0,True,28.0,True,7621.0,0,0,7877.0,7877.0,256.0,256.0,0.0,0.0,0.0,0.0
202,54,11,11.0,True,74.0,True,7690.0,0,0,7878.0,7878.0,188.0,188.0,0.0,0.0,0.0,0.0
204,54,17,4.0,True,88.0,True,7789.0,0,0,7879.0,7879.0,90.0,90.0,0.0,0.0,0.0,0.0
203,45,7,12.0,True,91.0,True,7735.0,0,0,7880.0,7880.0,145.0,145.0,0.0,0.0,0.0,0.0
205,24,9,36.0,True,104.0,True,7813.0,0,0,7881.0,7881.0,68.0,68.0,0.0,0.0,0.0,0.0
199,14,25,3598.0,False,240.0,True,7596.0,0,0,7882.0,7882.0,286.0,286.0,0.0,0.0,0.0,0.0
206,62,18,3598.0,False,949.0,False,7875.0,0,0,7883.0,7883.0,8.0,8.0,0.0,0.0,0.0,0.0
207,45,4,3598.0,False,502.0,False,7920.0,0,0,7920.0,7920.0,0.0,1.0,37.0,0.0,0.0,0.0
208,68,24,3598.0,False,1286.0,False,7988.0,0,0,7988.0,7988.0,0.0,1.0,68.0,0.0,0.0,0.0
209,18,22,3598.0,False,1439.0,False,8006.0,0,0,8006.0,8006.0,0.0,1.0,18.0,0.0,0.0,0.0
210,9,29,987.0,True,486.0,True,8015.0,1,0,8015.0,8519.0,0.0,504.0,9.0,0.0,1.0,0.0
222,24,22,10.0,True,11.0,True,8399.0,0,0,8520.0,8520.0,121.0,121.0,0.0,0.0,0.0,0.0
220,44,25,1.0,True,12.0,True,8340.0,0,0,8521.0,8521.0,181.0,181.0,0.0,0.0,0.0,0.0
224,72,23,1.0,True,13.0,True,8519.0,0,0,8522.0,8523.0,3.0,4.0,0.0,0.0,1.0,1.0
221,35,21,3598.0,False,21.0,True,8375.0,0,11,8524.0,8524.0,149.0,149.0,0.0,0.0,0.0,0.0
218,7,20,3508.0,True,41.0,True,8288.0,0,10,8525.0,8525.0,237.0,237.0,0.0,0.0,0.0,0.0
216,30,18,92.0,True,126.0,True,8223.0,0,9,8526.0,8526.0,303.0,303.0,0.0,0.0,0.0,0.0
219,8,22,253.0,True,151.0,True,8296.0,0,8,8527.0,8527.0,231.0,231.0,0.0,0.0,0.0,0.0
215,62,20,2281.0,True,168.0,True,8193.0,0,7,8528.0,8528.0,335.0,335.0,0.0,0.0,0.0,0.0
212,46,18,3289.0,True,1102.0,False,8107.0,0,6,8529.0,8529.0,422.0,422.0,0.0,0.0,0.0,0.0
